t,S,D,N,viralidad,avg_susceptibilidad,avg_actividad,D_credulos,D_escepticos,D_verificadores,D_super_propagadores,D_hubs,exposicion_media_desinfo,exposicion_max_desinfo,actividad_total_desinfo,tasa_cambio_D,estrategia
40,181,108,111,0.7225,0.39731071564800574,1.6922835573366402,54,40,14,20,20,0.5614684090663156,9.213059652574959,212.19405315638235,-1.0,Moderación de influencers
41,182,105,113,0.7225,0.39978807416303275,1.6922835573366402,49,39,17,18,18,0.530485132890956,8.192016297075615,203.52371583518465,-3.0,Moderación de influencers
42,172,111,117,0.7175,0.40213016937876817,1.6922835573366402,51,40,20,19,19,0.5088092895879616,7.919858747966827,229.9513865943759,6.0,Moderación de influencers
43,168,114,118,0.7075,0.40477020200905245,1.6922835573366402,57,40,17,22,22,0.5748784664859399,8.720959352272295,219.97431115908026,3.0,Moderación de influencers
44,172,109,119,0.705,0.40733167169263623,1.6922835573366402,55,35,19,21,21,0.5499357778977009,8.51935573913393,219.69870247226632,-5.0,Moderación de influencers
45,173,107,120,0.7025,0.4097547771599299,1.6922835573366402,52,37,18,22,22,0.5492467561806659,8.162142448956647,210.91092637464368,-2.0,Moderación de influencers
46,163,115,122,0.7,0.4120392954826629,1.6922835573366402,53,39,23,22,22,0.5272773159366092,7.658096549490896,221.5200281463149,8.0,Moderación de influencers
47,166,112,122,0.695,0.4144805118607953,1.6922835573366402,51,36,25,19,19,0.5538000703657875,7.736051729956004,224.28945147077934,-3.0,Moderación de influencers
48,161,114,125,0.695,0.416871149678628,1.6922835573366402,57,36,21,22,22,0.5607236286769486,8.032051039593503,235.50455949700918,2.0,Moderación de influencers
49,153,120,127,0.6875,0.4193416684303351,1.6922835573366402,57,39,24,22,22,0.5887613987425232,7.750179954355888,258.7160551825677,6.0,Moderación de influencers
50,158,111,131,0.6825,0.4220510376342929,1.6922835573366402,56,32,23,19,19,0.6467901379564195,9.836277124787017,236.3858151186784,-9.0,Moderación de influencers
51,148,117,135,0.6725,0.4245216692951594,1.6922835573366402,54,33,30,18,18,0.5909645377966963,9.763574588312688,248.39226685476754,6.0,Moderación de influencers
52,150,112,138,0.6625,0.42717896449447806,1.6922835573366402,55,34,23,18,18,0.6209806671369192,8.122168011238454,238.6169008337182,-5.0,Moderación de influencers
53,140,121,139,0.655,0.42971374995803246,1.6922835573366402,62,35,24,22,22,0.5965422520842959,8.961209825552082,248.735063080344,9.0,Moderación de influencers
54,147,112,141,0.6525,0.43225937649635626,1.6922835573366402,52,38,22,22,22,0.6218376577008604,8.369562717313281,229.88244008581037,-9.0,Moderación de influencers
55,149,108,143,0.6475,0.4345881408623318,1.6922835573366402,51,36,21,18,18,0.5747061002145263,7.64887724365593,211.20059164137191,-4.0,Moderación de influencers
56,147,108,145,0.6425,0.4367046678621766,1.6922835573366402,48,38,22,18,18,0.5280014791034301,7.7638452879732816,218.17602461401077,0.0,Moderación de influencers
57,147,105,148,0.6375,0.4388612010366429,1.6922835573366402,47,42,16,19,19,0.545440061535027,8.454913741641755,221.0401538909762,-3.0,Moderación de influencers
58,145,105,150,0.63,0.4410669233257464,1.6922835573366402,42,43,20,19,19,0.5526003847274407,7.79735706578584,210.3991897369402,0.0,Moderación de influencers
59,146,100,154,0.625,0.44316601454230664,1.6922835573366402,40,42,18,19,19,0.5259979743423506,7.298458320397184,189.81494485662574,-5.0,Moderación de influencers
60,149,93,158,0.615,0.4450293404429454,1.6922835573366402,41,36,16,19,19,0.4745373621415645,7.080008301046813,187.57327675325834,-7.0,Moderación de influencers
61,140,98,162,0.605,0.44680712157475017,1.6922835573366402,45,36,17,19,19,0.4689331918831461,6.869939457284291,196.92073138782052,5.0,Moderación de influencers
62,134,101,165,0.595,0.4486352485239471,1.6922835573366402,44,36,21,20,20,0.4923018284695515,7.354407103932509,212.42063895277394,3.0,Moderación de influencers
63,130,104,166,0.5875,0.4505505365038083,1.6922835573366402,49,35,20,18,18,0.5310515973819353,7.891301976602476,220.6876792823262,3.0,Moderación de influencers
64,129,102,169,0.585,0.4525995812311044,1.6922835573366402,48,33,21,16,16,0.5517191982058159,7.399773835033355,191.36853409504525,-2.0,Moderación de influencers
65,135,95,170,0.5775,0.4544715941883152,1.6922835573366402,42,32,21,16,16,0.4784213352376135,7.031767123700508,186.01681463572658,-7.0,Moderación de influencers
66,127,100,173,0.575,0.45619061091321855,1.6922835573366402,49,31,20,18,18,0.46504203658931664,6.445312976322477,206.52902301682002,5.0,Moderación de influencers
67,130,95,175,0.5675,0.4580129191112614,1.6922835573366402,46,30,19,15,15,0.5163225575420504,7.453710162138691,189.6020576014087,-5.0,Moderación de influencers
68,127,94,179,0.5625,0.4596995295389565,1.6922835573366402,47,30,17,18,18,0.47400514400352195,6.558808750892218,185.9403438798635,-1.0,Moderación de influencers
69,117,96,187,0.5525,0.46133028772731244,1.6922835573366402,46,28,22,17,17,0.46485085969965895,6.7212187768478024,200.64896959878942,2.0,Moderación de influencers
70,119,92,189,0.5325,0.4630538380507584,1.6922835573366402,48,23,21,17,17,0.5016224239969738,6.8710711712041315,193.45283203846074,-4.0,Moderación de influencers
71,111,100,189,0.5275,0.46473295380823887,1.6922835573366402,49,29,22,18,18,0.483632080096152,7.27890202322233,207.17327320335065,8.0,Moderación de influencers
72,115,93,192,0.5275,0.4665272335824278,1.6922835573366402,49,27,17,17,17,0.517933183008377,8.02646174507052,196.14637564421423,-7.0,Moderación de influencers
73,109,98,193,0.52,0.4681984457891619,1.6922835573366402,51,30,17,19,19,0.4903659391105357,7.700375362912916,206.36276576206504,5.0,Moderación de influencers
74,105,101,194,0.5175,0.46998286268246325,1.6922835573366402,54,29,18,19,19,0.5159069144051628,6.9621281369800005,210.36949800953,3.0,Moderación de influencers
75,109,95,196,0.515,0.4718398473212847,1.6922835573366402,50,26,19,16,16,0.5259237450238252,7.656919805588892,206.78204159377668,-6.0,Moderación de influencers
76,106,94,200,0.51,0.47361546747839833,1.6922835573366402,52,23,19,17,17,0.516955103984442,7.206378968446209,209.60931273728394,-1.0,Moderación de influencers
77,107,89,204,0.5,0.4753417078957584,1.6922835573366402,51,17,21,15,15,0.5240232818432101,7.232118826561721,205.34011396975308,-5.0,Moderación de influencers
78,106,88,206,0.49,0.4770621227145164,1.6922835573366402,51,19,18,17,17,0.5133502849243828,7.262891901258627,197.63565541591691,-1.0,Moderación de influencers
79,103,87,210,0.485,0.4787045504864238,1.6922835573366402,49,21,17,17,17,0.49408913853979236,7.310918257795155,194.7796047001409,-1.0,Moderación de influencers
80,100,85,215,0.475,0.4802800027502812,1.6922835573366402,46,24,15,14,14,0.4869490117503523,7.310918257795155,182.84696988393233,-2.0,Moderación de influencers
81,101,83,216,0.4625,0.4817893434200836,1.6922835573366402,44,25,14,16,16,0.45711742470983097,6.737244400412887,182.56502017713908,-2.0,Moderación de influencers
82,99,81,220,0.46,0.4832234260973685,1.6922835573366402,43,24,14,15,15,0.45641255044284784,6.566651768300085,171.8027400275237,-2.0,Moderación de influencers
83,95,81,224,0.45,0.4846200020197023,1.6922835573366402,40,25,16,14,14,0.4295068500688093,6.444963621897511,159.41285616775772,0.0,Moderación de influencers
84,102,71,227,0.44,0.48600513544228974,1.6922835573366402,35,21,15,13,13,0.39853214041939433,6.617195255211921,140.16109008103712,-10.0,Moderación de influencers
85,97,73,230,0.4325,0.4871723172469361,1.6922835573366402,39,16,18,12,12,0.3504027252025929,5.615479391504465,143.21316383831783,2.0,Moderación de influencers
86,98,71,231,0.425,0.488346949962698,1.6922835573366402,41,15,15,13,13,0.3580329095957946,6.553816415504703,148.5872013053693,-2.0,Moderación de influencers
87,93,75,232,0.4225,0.4895294336926125,1.6922835573366402,45,14,16,13,13,0.3714680032634233,6.681109497908593,150.23587406146748,4.0,Moderación de influencers
88,93,74,233,0.42,0.49073589211477736,1.6922835573366402,44,14,16,12,12,0.3755896851536687,6.426110055316145,146.2563969166246,-1.0,Moderación de influencers
89,95,63,242,0.4175,0.491877450464662,1.6922835573366402,39,13,11,10,10,0.36564099229156155,6.148857801569148,116.14941221116243,-11.0,Moderación de influencers
90,87,71,242,0.395,0.49279260381452145,1.6922835573366402,42,16,13,12,12,0.29037353052790604,4.791098896595157,137.52133680809433,8.0,Moderación de influencers
91,89,67,244,0.395,0.49382785557246917,1.6922835573366402,36,18,13,9,9,0.3438033420202359,6.000562608209726,127.529721438398,-4.0,Moderación de influencers
92,87,68,245,0.39,0.49479338577407317,1.6922835573366402,38,18,12,10,10,0.31882430359599495,5.35288209289507,127.42441248629267,1.0,Moderación de influencers
93,88,66,246,0.3875,0.49572038592724715,1.6922835573366402,38,16,12,10,10,0.31856103121573165,4.969835896838773,128.17175335311154,-2.0,Moderación de influencers
94,82,70,248,0.385,0.4966483019790439,1.6922835573366402,39,19,12,11,11,0.32042938338277877,5.47413080743759,135.9237525791672,4.0,Moderación de influencers
95,79,71,250,0.38,0.4976568992355175,1.6922835573366402,38,20,13,10,10,0.33980938144791795,5.192701769440283,130.67206217441205,1.0,Moderación de influencers
96,81,65,254,0.375,0.49866124214966556,1.6922835573366402,34,17,14,10,10,0.32668015543602996,4.7506230971186385,116.06081539990072,-6.0,Moderación de influencers
97,80,63,257,0.365,0.49960275534309245,1.6922835573366402,35,14,14,11,11,0.29015203849975163,4.976511942384565,125.50617677926692,-2.0,Moderación de influencers
98,78,60,262,0.3575,0.5005721693368304,1.6922835573366402,34,12,14,9,9,0.31376544194816725,5.550861607634882,119.86081406128993,-3.0,Moderación de influencers
99,78,58,264,0.345,0.5015138808954565,1.6922835573366402,36,10,12,9,9,0.2996520351532248,5.0484473469935205,115.52539846977567,-2.0,Moderación de influencers
100,76,58,266,0.34,0.5023890372853433,1.6922835573366402,34,9,15,9,9,0.2888134961744391,4.443615527592128,121.42626567540401,0.0,Moderación de influencers
101,73,58,269,0.335,0.5032974466989838,1.6922835573366402,33,12,13,10,10,0.30356566418851,4.947910438190945,117.75992286370287,0.0,Moderación de influencers
102,78,52,270,0.3275,0.5041752368981147,1.6922835573366402,30,10,12,10,10,0.2943998071592571,5.035990284368641,108.39899654010449,-6.0,Moderación de influencers
103,82,46,272,0.325,0.504964729373016,1.6922835573366402,26,9,11,10,10,0.27099749135026113,5.035990284368641,102.24852792699583,-6.0,Moderación de influencers
104,79,47,274,0.32,0.5056933004610652,1.6922835573366402,26,10,11,9,9,0.25562131981748953,5.035990284368641,94.4988492652323,1.0,Moderación de influencers
105,73,51,276,0.315,0.5064240089989087,1.6922835573366402,26,13,12,7,7,0.23624712316308064,5.121345541485504,98.38514788958071,4.0,Moderación de influencers
106,74,49,277,0.31,0.5072041108007531,1.6922835573366402,25,12,12,6,6,0.2459628697239517,5.498136776325489,96.86940954598477,-2.0,Moderación de influencers
107,74,48,278,0.3075,0.5079487522331907,1.6922835573366402,23,13,12,7,7,0.24217352386496185,4.866115713513271,96.86615648527199,-1.0,Moderación de influencers
108,76,44,280,0.305,0.508686512319827,1.6922835573366402,22,10,12,6,6,0.24216539121317993,5.222418061679442,90.55186124950673,-4.0,Moderación de influencers
109,76,44,280,0.3,0.5093719989450325,1.6922835573366402,22,11,11,7,7,0.22637965312376676,4.718123151080626,82.15914853586627,0.0,Moderación de influencers
110,73,44,283,0.3,0.5100172746472879,1.6922835573366402,23,9,12,5,5,0.20539787133966567,4.1181268241664055,77.14027463817138,0.0,Moderación de influencers
111,72,43,285,0.2925,0.5106227838368853,1.6922835573366402,23,7,13,5,5,0.19285068659542848,3.8429450162911114,73.99057487799143,-1.0,Moderación de influencers
112,71,44,285,0.2875,0.5111983775989307,1.6922835573366402,21,10,13,5,5,0.18497643719497867,3.9750156675005184,77.66200000461765,1.0,Moderación de influencers
113,67,45,288,0.2875,0.5118120573293719,1.6922835573366402,23,11,11,6,6,0.19415500001154412,4.247940487365179,73.20706685624889,1.0,Moderación de influencers
114,66,43,291,0.28,0.5123864082274954,1.6922835573366402,24,7,12,6,6,0.18301766714062226,4.014267110655398,75.7868818173853,-2.0,Moderación de influencers
115,63,42,295,0.2725,0.5129337065896038,1.6922835573366402,22,9,11,6,6,0.18946720454346327,3.780105876123031,76.00146087431902,-1.0,Moderación de influencers
116,65,39,296,0.2625,0.5134598518586172,1.6922835573366402,23,5,11,6,6,0.1900036521857976,4.014267110655398,71.76635741670812,-3.0,Moderación de influencers
117,64,40,296,0.26,0.5139536407707826,1.6922835573366402,24,7,9,6,6,0.17941589354177026,4.014267110655398,73.79469417124214,1.0,Moderación de influencers
118,63,40,297,0.26,0.5144921943898406,1.6922835573366402,24,6,10,5,5,0.18448673542810534,4.014267110655398,75.85505146459813,0.0,Moderación de influencers
119,60,41,299,0.2575,0.5150477462655284,1.6922835573366402,24,8,9,4,4,0.1896376286614953,4.234606989540194,72.53166406522148,1.0,Moderación de influencers
120,56,43,301,0.2525,0.5155868916107766,1.6922835573366402,25,8,10,4,4,0.18132916016305367,3.717849447255738,75.24774596615407,2.0,Moderación de influencers
121,53,42,305,0.2475,0.516129526866119,1.6922835573366402,24,8,10,3,3,0.18811936491538514,3.717849447255738,75.08432763592485,-1.0,Moderación de influencers
122,54,39,307,0.2375,0.5166549499714976,1.6922835573366402,23,5,11,3,3,0.1877108190898121,3.717849447255738,72.95276819132985,-3.0,Moderación de influencers
123,56,36,308,0.2325,0.5171542786487893,1.6922835573366402,19,6,11,3,3,0.18238192047832463,3.717849447255738,69.7717891068393,-3.0,Moderación de influencers
124,52,40,308,0.23,0.517616842531515,1.6922835573366402,20,8,12,3,3,0.17442947276709822,3.717849447255738,72.45179563643099,4.0,Moderación de influencers
125,51,40,309,0.23,0.5181018250358577,1.6922835573366402,20,10,10,2,2,0.18112948909107737,3.717849447255738,62.740063253856675,0.0,Moderación de influencers
126,53,36,311,0.2275,0.5185671956315118,1.6922835573366402,20,9,7,3,3,0.15685015813464168,2.9505658547938878,65.26895359174638,-4.0,Moderación de influencers
127,56,32,312,0.2225,0.5189860321109235,1.6922835573366402,19,7,6,3,3,0.16317238397936598,3.6905603765869683,59.98830220762634,-4.0,Moderación de influencers
128,53,32,315,0.22,0.5193367998204776,1.6922835573366402,20,5,7,4,4,0.1499707555190659,3.6905603765869683,65.87904736307054,0.0,Moderación de influencers
129,52,33,315,0.2125,0.5197270828917259,1.6922835573366402,20,5,8,4,4,0.16469761840767635,3.8613946131286685,66.12534624188108,1.0,Moderación de influencers
130,52,31,317,0.2125,0.5200905824380754,1.6922835573366402,19,3,9,4,4,0.16531336560470267,3.988431300731476,64.37248596081871,-2.0,Moderación de influencers
131,52,31,317,0.2075,0.5204372534578774,1.6922835573366402,19,3,9,4,4,0.16093121490204676,4.120501951940883,64.37248596081871,0.0,Moderación de influencers
132,52,31,317,0.2075,0.5207820269085804,1.6922835573366402,18,6,7,4,4,0.16093121490204676,4.120501951940883,67.69390567112988,0.0,Moderación de influencers
133,49,33,318,0.2075,0.5212008128274188,1.6922835573366402,18,7,8,4,4,0.1692347641778247,4.205857209057747,70.47626225646816,2.0,Moderación de influencers
134,45,36,319,0.205,0.5216423490551811,1.6922835573366402,20,7,9,4,4,0.17619065564117042,4.205857209057747,73.76186605696286,3.0,Moderación de influencers
135,46,33,321,0.2025,0.5221125299396163,1.6922835573366402,17,8,8,4,4,0.1844046651424072,4.205857209057747,69.38324495589777,-3.0,Moderación de influencers
136,47,32,321,0.1975,0.5225557449882448,1.6922835573366402,17,8,7,4,4,0.1734581123897444,4.205857209057747,64.398469225158,-1.0,Moderación de influencers
137,43,34,323,0.1975,0.5229487461732056,1.6922835573366402,17,8,9,4,4,0.160996173062895,3.9274511437248565,66.30618133786699,2.0,Moderación de influencers
138,45,29,326,0.1925,0.5233456989992087,1.6922835573366402,18,4,7,4,4,0.1657654533446675,3.9274511437248565,57.39650409389408,-5.0,Moderación de influencers
139,42,31,327,0.185,0.5236499394781382,1.6922835573366402,18,6,7,3,3,0.1434912602347352,3.9798219992573918,49.19209949657581,2.0,Moderación de influencers
140,40,33,327,0.1825,0.5239411020485274,1.6922835573366402,20,7,6,3,3,0.12298024874143952,3.167480161012161,50.924930808172505,2.0,Moderación de influencers
141,40,32,328,0.1825,0.5242708086944489,1.6922835573366402,19,6,7,3,3,0.12731232702043124,3.167480161012161,53.25300832760456,-1.0,Moderación de influencers
142,40,30,330,0.18,0.5246285882652783,1.6922835573366402,18,4,8,3,3,0.13313252081901136,3.2952063132255613,56.822934360732695,-2.0,Moderación de influencers
143,38,30,332,0.175,0.5250249940158647,1.6922835573366402,17,5,8,3,3,0.14205733590183173,2.7467083752348893,56.21835387568132,0.0,Moderación de influencers
144,39,27,334,0.17,0.5254140731439033,1.6922835573366402,14,6,7,1,1,0.14054588468920332,2.7467083752348893,51.758731861483945,-3.0,Moderación de influencers
145,39,27,334,0.165,0.5257763901755094,1.6922835573366402,15,5,7,2,2,0.12939682965370988,2.575874138693189,50.310790925343554,0.0,Moderación de influencers
146,37,28,335,0.165,0.5261075074175667,1.6922835573366402,15,5,8,3,3,0.12577697731335888,2.575874138693189,61.50991851166513,1.0,Moderación de influencers
147,37,28,335,0.1625,0.5264638824348706,1.6922835573366402,16,5,7,2,2,0.15377479627916282,3.536208539371066,59.81420176789787,0.0,Moderación de influencers
148,32,30,338,0.1625,0.5268035508966479,1.6922835573366402,18,4,8,4,4,0.14953550441974467,3.536208539371066,65.74763030683961,2.0,Moderación de influencers
149,31,28,341,0.155,0.5271779810962116,1.6922835573366402,17,3,8,4,4,0.16436907576709903,3.707042775912766,63.641391930951386,-2.0,Moderación de influencers
150,32,26,342,0.1475,0.5275329251527276,1.6922835573366402,16,3,7,4,4,0.15910347982737844,3.707042775912766,60.436831844048214,-2.0,Moderación de influencers
151,31,26,343,0.145,0.5278600711254983,1.6922835573366402,16,3,7,4,4,0.15109207961012053,3.707042775912766,60.55531630898106,0.0,Moderación de influencers
152,31,26,343,0.1425,0.5281879614529238,1.6922835573366402,16,3,7,4,4,0.15138829077245267,3.707042775912766,60.55531630898106,0.0,Moderación de influencers
153,32,25,343,0.1425,0.5285139582299404,1.6922835573366402,16,3,6,4,4,0.15138829077245267,3.707042775912766,60.02631943789028,-1.0,Moderación de influencers
154,35,22,343,0.1425,0.5288336088336237,1.6922835573366402,14,3,5,2,2,0.15006579859472569,3.707042775912766,47.365541608066366,-3.0,Moderación de influencers
155,33,22,345,0.1425,0.5291092184371516,1.6922835573366402,13,3,6,2,2,0.1184138540201659,2.4570722619710805,44.12638562386826,0.0,Moderación de influencers
156,34,21,345,0.1375,0.5293720581933915,1.6922835573366402,12,3,6,3,3,0.11031596405967065,2.3075040286767394,41.11371617021539,-1.0,Moderación de influencers
157,29,25,346,0.1375,0.5296016472158677,1.6922835573366402,15,3,7,4,4,0.1027842904255385,2.210772605658658,54.611647653673536,4.0,Moderación de influencers
158,28,26,346,0.135,0.5298846740677555,1.6922835573366402,16,3,7,4,4,0.13652911913418384,3.227784939713449,57.197022868258564,1.0,Moderación de influencers
159,30,24,346,0.135,0.5301927652549651,1.6922835573366402,16,1,7,4,4,0.1429925571706464,3.227784939713449,56.90246897969653,-2.0,Moderación de influencers
160,32,21,347,0.135,0.5305079973999244,1.6922835573366402,14,1,6,4,4,0.14225617244924132,3.0797923772808034,54.3251413108098,-3.0,Moderación de influencers
161,32,17,351,0.1325,0.5307957550715021,1.6922835573366402,12,1,4,4,4,0.13581285327702447,2.899695369534867,43.19734993829743,-4.0,Moderación de influencers
162,30,18,352,0.1225,0.5310209788856589,1.6922835573366402,10,4,4,4,4,0.10799337484574355,2.491253129199096,43.75288015989509,1.0,Moderación de influencers
163,31,17,352,0.12,0.5312589264503739,1.6922835573366402,9,4,4,4,4,0.10938220039973771,2.491253129199096,43.39166956567639,-1.0,Moderación de influencers
164,27,19,354,0.12,0.5314927908100846,1.6922835573366402,11,4,4,4,4,0.10847917391419096,2.491253129199096,46.41120333490931,2.0,Moderación de influencers
165,26,20,354,0.115,0.531760919627162,1.6922835573366402,12,3,5,4,4,0.11602800833727325,2.491253129199096,47.909769046322104,1.0,Moderación de influencers
166,25,21,354,0.115,0.5320458108859717,1.6922835573366402,13,3,5,4,4,0.11977442261580523,2.491253129199096,47.96821745270324,1.0,Moderación de influencers
167,26,20,354,0.115,0.532334089566561,1.6922835573366402,12,3,5,4,4,0.11992054363175805,2.491253129199096,47.62211700130843,-1.0,Moderación de influencers
168,26,20,354,0.115,0.5326153273573194,1.6922835573366402,12,3,5,4,4,0.11905529250327104,2.491253129199096,47.53847944351494,0.0,Moderación de influencers
169,27,18,355,0.115,0.5328952781465184,1.6922835573366402,11,3,4,3,3,0.11884619860878733,2.8079943952314967,43.13119766509168,-2.0,Moderación de influencers
170,26,18,356,0.1125,0.5331508461077553,1.6922835573366402,11,3,4,3,3,0.10782799416272923,2.8079943952314967,44.28529538551738,0.0,Moderación de influencers
171,30,12,358,0.11,0.5334188498168612,1.6922835573366402,9,1,2,2,2,0.11071323846379343,2.8079943952314967,31.16394324879599,-6.0,Moderación de influencers
172,27,13,360,0.105,0.5335866994822099,1.6922835573366402,9,2,2,2,2,0.07790985812198997,2.2388315232383533,32.60036764917447,1.0,Moderación de influencers
173,27,12,361,0.1,0.5337795199469224,1.6922835573366402,8,2,2,2,2,0.08150091912293617,2.2388315232383533,31.781067232398,-1.0,Moderación de influencers
174,27,10,363,0.0975,0.5339663151725693,1.6922835573366402,8,0,2,2,2,0.07945266808099499,2.2388315232383533,28.806548754907823,-2.0,Moderación de influencers
175,26,11,363,0.0925,0.5341102951866948,1.6922835573366402,9,0,2,2,2,0.07201637188726955,2.2388315232383533,29.66547868006587,1.0,Moderación de influencers
176,27,10,363,0.0925,0.534256043595817,1.6922835573366402,8,0,2,2,2,0.07416369670016466,2.2388315232383533,28.806548754907823,-1.0,Moderación de influencers
177,29,8,363,0.0925,0.5343987543824754,1.6922835573366402,5,0,3,1,1,0.07201637188726955,2.2388315232383533,26.902286683321655,-2.0,Moderación de influencers
178,28,9,363,0.0925,0.5345279575233646,1.6922835573366402,7,0,2,1,1,0.06725571670830413,1.940950398714782,27.13411384773923,1.0,Moderación de influencers
179,28,9,363,0.0925,0.5346566108548517,1.6922835573366402,7,0,2,1,1,0.06783528461934807,1.620329441555694,26.195267441460647,0.0,Moderación de influencers
180,28,9,363,0.0925,0.5347720926672594,1.6922835573366402,8,0,1,2,2,0.06548816860365161,1.620329441555694,27.147128886585204,0.0,Moderación de influencers
181,25,12,363,0.0925,0.5348967807517091,1.6922835573366402,8,1,3,3,3,0.067867822216463,1.620329441555694,35.05215434982866,3.0,Moderación de influencers
182,23,12,365,0.0925,0.535060673237901,1.6922835573366402,8,2,2,3,3,0.08763038587457166,1.846151812985441,32.326351865428926,0.0,Moderación de influencers
