t,S,D,N,viralidad,avg_susceptibilidad,avg_actividad,D_credulos,D_escepticos,D_verificadores,D_super_propagadores,D_hubs,exposicion_media_desinfo,exposicion_max_desinfo,actividad_total_desinfo,tasa_cambio_D,topologia
140,23,50,327,0.1875,0.5924406249252082,1.6922835573366402,30,11,9,5,5,0.2706361655344319,5.015530481054751,109.1584792982105,2.0,Híbrido
141,24,48,328,0.1825,0.5930733635995548,1.6922835573366402,28,10,10,5,5,0.27289619824552624,5.031126083331044,104.96227088163498,-2.0,Híbrido
142,25,45,330,0.18,0.5936708317504685,1.6922835573366402,25,9,11,4,4,0.26240567720408736,5.031126083331044,100.540342193891,-3.0,Híbrido
143,24,45,331,0.175,0.5942159437156682,1.6922835573366402,25,9,11,4,4,0.25135085548472746,5.190926088771636,101.44499149559773,0.0,Híbrido
144,27,42,331,0.1725,0.5947773981676652,1.6922835573366402,22,9,11,4,4,0.2536124787389944,5.558071269007115,94.51789753972014,-3.0,Híbrido
145,25,44,331,0.1725,0.5952796281219238,1.6922835573366402,23,9,12,4,4,0.23629474384930035,4.90592349649987,97.15058549609448,2.0,Híbrido
146,21,46,333,0.1725,0.5957923168726268,1.6922835573366402,22,10,14,4,4,0.24287646374023608,4.696170288523449,101.13949051998539,2.0,Híbrido
147,21,45,334,0.1675,0.5963309948174469,1.6922835573366402,21,9,15,4,4,0.2528487262999634,5.389401850916533,95.20773294956737,-1.0,Híbrido
148,22,44,334,0.165,0.5968423112132702,1.6922835573366402,22,8,14,4,4,0.2380193323739184,4.454063385375406,94.16125237218667,-1.0,Híbrido
149,22,44,334,0.165,0.5973298979301701,1.6922835573366402,22,8,14,4,4,0.23540313093046655,4.454063385375406,94.16125237218667,0.0,Híbrido
150,24,42,334,0.165,0.5978147369669727,1.6922835573366402,22,8,12,3,3,0.23540313093046655,4.454063385375406,91.23602582099936,-2.0,Híbrido
151,25,40,335,0.165,0.5982850504803353,1.6922835573366402,20,8,12,2,2,0.22809006455249836,4.454063385375406,79.6284432485573,-2.0,Híbrido
152,26,39,335,0.1625,0.5987039326723702,1.6922835573366402,20,7,12,3,3,0.19907110812139325,3.615671874892616,88.1411985337079,-1.0,Híbrido
153,28,36,336,0.1625,0.599120429975491,1.6922835573366402,19,6,11,3,3,0.22035299633426966,4.454063385375406,84.52654965976011,-3.0,Híbrido
154,29,34,337,0.16,0.599525816180263,1.6922835573366402,20,5,9,4,4,0.21131637414940024,4.454063385375406,81.24362628806425,-2.0,Híbrido
155,29,32,339,0.1575,0.5999117111294813,1.6922835573366402,19,5,8,3,3,0.20310906572016063,4.063239089392469,79.12726906624412,-2.0,Híbrido
156,28,31,341,0.1525,0.6002867392692566,1.6922835573366402,18,6,7,3,3,0.1978181726656103,3.9485499225023224,74.90635174409286,-1.0,Híbrido
157,25,31,344,0.1475,0.6006171706536602,1.6922835573366402,20,4,7,3,3,0.18726587936023217,3.8202696979401827,75.62919681100952,0.0,Híbrido
158,23,32,345,0.14,0.6009416563826051,1.6922835573366402,18,5,9,3,3,0.18907299202752376,3.8202696979401827,79.28295632741884,1.0,Híbrido
159,25,29,346,0.1375,0.6012982638391318,1.6922835573366402,18,3,8,4,4,0.1982073908185471,4.15077323842725,77.56750858120886,-3.0,Híbrido
160,25,29,346,0.135,0.6016354107250704,1.6922835573366402,17,2,10,4,4,0.19391877145302214,3.960078687501883,80.88438015150527,0.0,Híbrido
161,25,28,347,0.135,0.6019882382428159,1.6922835573366402,16,3,9,4,4,0.20221095037876313,3.9272985465213806,72.26717408849683,-1.0,Híbrido
162,23,27,350,0.1325,0.6023021177852316,1.6922835573366402,15,2,10,3,3,0.18066793522124208,4.111030435889615,64.1101302879474,-1.0,Híbrido
163,25,23,352,0.125,0.602641981764103,1.6922835573366402,14,1,8,2,2,0.16027532571986852,3.701210531871851,60.31452851131661,-4.0,Híbrido
164,24,24,352,0.12,0.6029320977512358,1.6922835573366402,16,1,7,2,2,0.15078632127829153,3.1956970689987676,56.95850508263902,1.0,Híbrido
165,21,27,352,0.12,0.6032097050269164,1.6922835573366402,16,3,8,2,2,0.14239626270659758,3.0083374217140344,60.418669155242235,3.0,Híbrido
166,22,26,352,0.12,0.6035098162219296,1.6922835573366402,15,3,8,2,2,0.1510466728881056,3.196631127145409,58.82808472061076,-1.0,Híbrido
167,22,26,352,0.12,0.60379366908396,1.6922835573366402,16,3,7,2,2,0.1470702118015269,3.196631127145409,59.322267914653494,0.0,Híbrido
168,20,27,353,0.12,0.6040686478631316,1.6922835573366402,16,3,8,2,2,0.14830566978663376,3.196631127145409,62.51051846844133,1.0,Híbrido
169,19,27,354,0.1175,0.6043551447505342,1.6922835573366402,16,3,8,2,2,0.15627629617110333,3.196631127145409,62.51051846844133,0.0,Híbrido
170,20,24,356,0.115,0.6046401137600727,1.6922835573366402,16,2,6,2,2,0.15627629617110333,3.196631127145409,58.02553100119125,-3.0,Híbrido
171,23,20,357,0.11,0.6048949601487535,1.6922835573366402,12,1,7,2,2,0.1450638275029781,3.118027094809719,54.820205271390535,-4.0,Híbrido
172,20,23,357,0.1075,0.6051252518423449,1.6922835573366402,12,3,8,2,2,0.13705051317847633,3.166218209222956,62.55770513831681,3.0,Híbrido
173,19,24,357,0.1075,0.6054200062240851,1.6922835573366402,13,2,9,2,2,0.15639426284579205,4.349870767047077,65.96751763693717,1.0,Híbrido
174,21,22,357,0.1075,0.6057354774954715,1.6922835573366402,12,2,8,2,2,0.16491879409234295,4.349870767047077,59.78300226742778,-2.0,Híbrido
175,22,21,357,0.1075,0.6059915844111213,1.6922835573366402,12,1,8,2,2,0.14945750566856944,3.8244520200947187,54.3754347447555,-1.0,Híbrido
176,22,21,357,0.1075,0.60621765889335,1.6922835573366402,12,2,7,2,2,0.13593858686188873,3.196631127145409,57.88836112937243,0.0,Híbrido
177,20,22,358,0.1075,0.6064637132207524,1.6922835573366402,12,2,8,2,2,0.14472090282343109,3.6428418444671555,60.370118039761195,1.0,Híbrido
178,19,23,358,0.105,0.6067156991405797,1.6922835573366402,12,3,8,2,2,0.15092529509940303,3.6428418444671555,60.95920211246899,1.0,Híbrido
179,20,21,359,0.105,0.606985452602235,1.6922835573366402,11,2,8,2,2,0.15239800528117248,3.6428418444671555,57.71621235150502,-2.0,Híbrido
180,19,21,360,0.1025,0.6072292543008917,1.6922835573366402,12,1,8,2,2,0.1442905308787626,3.6428418444671555,60.108273119653596,0.0,Híbrido
181,19,20,361,0.1,0.6074920194039504,1.6922835573366402,11,1,8,2,2,0.150270682799134,3.428976479064789,58.085598509396355,-1.0,Híbrido
182,17,20,363,0.0975,0.6077294216011703,1.6922835573366402,10,2,8,2,2,0.14521399627349088,3.428976479064789,57.92391263899881,0.0,Híbrido
183,15,22,363,0.0925,0.6079662865061377,1.6922835573366402,11,2,9,2,2,0.14480978159749702,3.273802877597575,67.85405040529446,2.0,Híbrido
184,15,21,364,0.0925,0.6082554377111646,1.6922835573366402,10,2,9,2,2,0.16963512601323616,4.771084036035839,61.95366814797969,-1.0,Híbrido
185,16,20,364,0.09,0.6085089957720177,1.6922835573366402,9,2,9,2,2,0.1548841703699492,4.571751671241087,63.105433422119276,-1.0,Híbrido
186,16,19,365,0.09,0.6087487327902446,1.6922835573366402,9,1,9,1,1,0.15776358355529818,4.571751671241087,62.393283487814735,-1.0,Híbrido
187,17,18,365,0.0875,0.6089995720619178,1.6922835573366402,10,1,7,1,1,0.15598320871953686,5.097170418193444,61.26759615494911,-1.0,Híbrido
188,14,20,366,0.0875,0.6092365704555016,1.6922835573366402,10,2,8,1,1,0.1531689903873728,5.097170418193444,65.46266746047128,2.0,Híbrido
189,15,18,367,0.085,0.6095279958571134,1.6922835573366402,10,2,6,1,1,0.16365666865117823,4.812167825921677,56.84344645947201,-2.0,Híbrido
190,14,19,367,0.0825,0.6097584077378034,1.6922835573366402,12,2,5,1,1,0.14210861614868,4.2867490789693194,56.834479860077394,1.0,Híbrido
191,16,17,367,0.0825,0.6100074944384162,1.6922835573366402,10,2,5,1,1,0.1420861996501935,4.2867490789693194,53.88265547635757,-2.0,Híbrido
192,17,16,367,0.0825,0.6102232270963204,1.6922835573366402,9,2,5,1,1,0.13470663869089392,4.2867490789693194,50.259431547843285,-1.0,Híbrido
193,17,16,367,0.0825,0.6104218699362187,1.6922835573366402,10,2,4,1,1,0.12564857886960823,4.2867490789693194,49.83623372268777,0.0,Híbrido
194,15,17,368,0.0825,0.6106190518094222,1.6922835573366402,10,2,5,1,1,0.12459058430671945,3.9196038987338406,53.80531905458911,1.0,Híbrido
195,14,18,368,0.08,0.6108352468747829,1.6922835573366402,11,2,5,1,1,0.1345132976364728,4.445022645686198,52.519175901217935,1.0,Híbrido
196,14,18,368,0.08,0.6110492488950683,1.6922835573366402,11,1,6,1,1,0.13129793975304485,3.473160234200291,53.23355259203759,0.0,Híbrido
197,16,16,368,0.08,0.6112537111789598,1.6922835573366402,12,2,2,1,1,0.13308388148009398,3.840305414435771,45.49922135619259,-2.0,Híbrido
198,15,16,369,0.08,0.6114238674749005,1.6922835573366402,10,2,4,1,1,0.11374805339048148,2.621655105090329,40.18062631193328,0.0,Híbrido
199,17,14,369,0.0775,0.6115722968555766,1.6922835573366402,9,1,4,1,1,0.1004515657798332,2.621655105090329,30.884178697037783,-2.0,Híbrido
200,15,16,369,0.0775,0.6116865611965943,1.6922835573366402,11,1,4,1,1,0.07721044674259446,1.8714643661344685,33.8360030807576,2.0,Híbrido
201,14,15,371,0.0775,0.6118319006901838,1.6922835573366402,11,0,4,1,1,0.08459000770189401,1.8714643661344685,33.178388534378676,-1.0,Híbrido
202,15,14,371,0.0725,0.611971865277528,1.6922835573366402,10,0,4,1,1,0.0829459713359467,1.8714643661344685,32.17245184054366,-1.0,Híbrido
203,16,12,372,0.0725,0.6121078191042018,1.6922835573366402,9,0,3,1,1,0.08043112960135915,1.8714643661344685,28.978850610975723,-2.0,Híbrido
204,16,12,372,0.07,0.6122285107170792,1.6922835573366402,9,0,3,1,1,0.0724471265274393,1.8714643661344685,28.978850610975723,0.0,Híbrido
205,15,12,373,0.07,0.612348703190287,1.6922835573366402,8,0,4,1,1,0.0724471265274393,1.8714643661344685,31.591722289290914,0.0,Híbrido
206,16,11,373,0.0675,0.6124805015275051,1.6922835573366402,7,0,4,1,1,0.07897930572322727,1.8714643661344685,30.14964254787978,-1.0,Híbrido
207,15,11,374,0.0675,0.6125980923153124,1.6922835573366402,7,1,3,1,1,0.07537410636969945,1.8714643661344685,26.331245773163374,0.0,Híbrido
208,16,9,375,0.065,0.6126839136534942,1.6922835573366402,5,1,3,1,1,0.06582811443290844,1.9602663244296004,24.653015431228855,-2.0,Híbrido
209,16,9,375,0.0625,0.6127633910606326,1.6922835573366402,5,1,3,1,1,0.06163253857807214,1.8714643661344685,27.014549875195897,0.0,Híbrido
210,16,9,375,0.0625,0.6128642501924365,1.6922835573366402,5,1,3,1,1,0.06753637468798974,1.8714643661344685,27.014549875195897,0.0,Híbrido
211,14,11,375,0.0625,0.6129644872376189,1.6922835573366402,7,1,3,1,1,0.06753637468798974,1.8714643661344685,36.14012475996977,2.0,Híbrido
212,14,10,376,0.0625,0.6130899443457442,1.6922835573366402,6,1,3,1,1,0.09035031189992444,2.913338122597189,27.833850291972368,-1.0,Híbrido
213,14,10,376,0.06,0.6131928690615918,1.6922835573366402,7,0,3,1,1,0.06958462572993092,1.9602663244296004,35.48251021359085,0.0,Híbrido
214,13,11,376,0.06,0.6133120873601978,1.6922835573366402,8,1,2,1,1,0.08870627553397714,2.8889251156808333,35.24895228421248,1.0,Híbrido
215,11,13,376,0.06,0.6134421725682093,1.6922835573366402,8,1,4,1,1,0.08812238071053123,2.913338122597189,39.53101550988635,2.0,Híbrido
216,10,14,376,0.06,0.6135862474655802,1.6922835573366402,9,1,4,1,1,0.09882753877471591,3.1596135188322094,41.5536901201436,1.0,Híbrido
217,12,12,376,0.06,0.6137527377822063,1.6922835573366402,8,1,3,1,1,0.10388422530035904,3.1596135188322094,33.76862543237718,-2.0,Híbrido
218,14,10,376,0.06,0.6138759902058052,1.6922835573366402,6,1,3,1,1,0.08442156358094294,2.6341947718798524,30.82848754418437,-2.0,Híbrido
219,14,10,376,0.06,0.6139779572630318,1.6922835573366402,6,1,3,1,1,0.07707121886046092,2.6341947718798524,30.82848754418437,0.0,Híbrido
220,14,10,376,0.06,0.6140793589069609,1.6922835573366402,6,1,3,1,1,0.07707121886046092,2.6341947718798524,30.82848754418437,0.0,Híbrido
221,14,9,377,0.06,0.6141802007967477,1.6922835573366402,7,0,2,1,1,0.07707121886046092,2.6341947718798524,30.295602099508727,-1.0,Híbrido
222,12,11,377,0.0575,0.614264181680205,1.6922835573366402,9,0,2,1,1,0.07573900524877182,2.776828706557543,37.89381828945868,2.0,Híbrido
223,10,13,377,0.0575,0.6143768419752362,1.6922835573366402,11,0,2,1,1,0.09473454572364672,3.7486911180434497,40.697137979958164,2.0,Híbrido
224,10,13,377,0.0575,0.6145198205494451,1.6922835573366402,11,0,2,1,1,0.10174284494989541,3.7486911180434497,40.697137979958164,0.0,Híbrido
225,10,13,377,0.0575,0.6146619621622238,1.6922835573366402,11,0,2,1,1,0.10174284494989541,3.7486911180434497,40.697137979958164,0.0,Híbrido
226,10,13,377,0.0575,0.6148032748462308,1.6922835573366402,11,0,2,1,1,0.10174284494989541,3.7486911180434497,33.50108221724711,0.0,Híbrido
227,10,12,378,0.0575,0.6149353934608213,1.6922835573366402,10,0,2,1,1,0.0837527055431178,2.3898555378699493,32.059002475835975,-1.0,Híbrido
228,8,14,378,0.055,0.6150535556380045,1.6922835573366402,10,1,3,1,1,0.08014750618958995,2.3898555378699493,34.42116685993265,2.0,Híbrido
229,9,13,378,0.055,0.6151788461639047,1.6922835573366402,10,1,2,1,1,0.08605291714983164,2.6977631694712754,32.62086054464754,-1.0,Híbrido
230,9,13,378,0.055,0.6152948297425683,1.6922835573366402,10,1,2,1,1,0.08155215136161888,2.4270747663198984,32.07126677723689,0.0,Híbrido
231,9,12,379,0.055,0.6154175192799286,1.6922835573366402,8,1,3,1,1,0.08017816694309224,2.4270747663198984,26.78556221910973,-1.0,Híbrido
232,9,12,379,0.0525,0.6155306435695609,1.6922835573366402,9,1,2,1,1,0.06696390554777433,2.2256671824609935,23.93976484102745,0.0,Híbrido
233,9,12,379,0.0525,0.6156189523724765,1.6922835573366402,9,1,2,1,1,0.059849412102568625,1.7346096780439155,23.93976484102745,0.0,Híbrido
234,9,10,381,0.0525,0.6157069870913545,1.6922835573366402,8,0,2,1,1,0.059849412102568625,1.7346096780439155,22.462849877872053,-2.0,Híbrido
235,10,9,381,0.0475,0.6157863208400839,1.6922835573366402,7,0,2,1,1,0.05615712469468013,1.606883525830515,21.603919952714005,-1.0,Híbrido
236,9,10,381,0.0475,0.615863327509076,1.6922835573366402,8,0,2,1,1,0.054009799881785,1.606883525830515,25.22714388122829,1.0,Híbrido
237,9,10,381,0.0475,0.6159526744948118,1.6922835573366402,8,0,2,1,1,0.06306785970307073,1.606883525830515,31.703499166319265,0.0,Híbrido
238,9,10,381,0.0475,0.6160494858378064,1.6922835573366402,8,0,2,1,1,0.07925874791579818,2.7181118821744317,31.703499166319265,0.0,Híbrido
239,9,10,381,0.0475,0.6161457486597051,1.6922835573366402,8,0,2,1,1,0.07925874791579818,2.7181118821744317,31.703499166319265,0.0,Híbrido
240,9,10,381,0.0475,0.6162414687294322,1.6922835573366402,8,0,2,1,1,0.07925874791579818,2.7181118821744317,31.703499166319265,0.0,Híbrido
241,8,11,381,0.0475,0.6163366517287803,1.6922835573366402,8,0,3,1,1,0.07925874791579818,2.7181118821744317,34.181428223847554,1.0,Híbrido
242,10,9,381,0.0475,0.6164389026481032,1.6922835573366402,7,0,2,1,1,0.0854535705596189,2.7181118821744317,24.639283151950494,-2.0,Híbrido
243,9,10,381,0.0475,0.6165144137784074,1.6922835573366402,7,0,3,1,1,0.061598207879876236,1.606883525830515,26.343832989668236,1.0,Híbrido
244,9,9,382,0.0475,0.6165924952834303,1.6922835573366402,6,0,3,1,1,0.06585958247417058,1.606883525830515,22.720609061153944,-1.0,Híbrido
245,9,9,382,0.045,0.6166582268374958,1.6922835573366402,6,0,3,1,1,0.05680152265288486,1.606883525830515,22.720609061153944,0.0,Híbrido
246,10,8,382,0.045,0.616723739957988,1.6922835573366402,5,0,3,1,1,0.05680152265288486,1.606883525830515,20.72893555233216,-1.0,Híbrido
247,7,11,382,0.045,0.6167832633196442,1.6922835573366402,8,0,3,1,1,0.051822338880830404,1.606883525830515,30.214236238181055,3.0,Híbrido
248,6,11,383,0.045,0.6168755824280033,1.6922835573366402,8,0,3,1,1,0.07553559059545265,1.8405569025402957,30.214236238181055,0.0,Híbrido
249,5,12,383,0.0425,0.6169674123369709,1.6922835573366402,9,0,3,1,1,0.07553559059545265,1.8405569025402957,38.520510706178456,1.0,Híbrido
0,341,16,43,0.9,0.25878305524806894,1.6531509157274171,7,8,1,1,1,0.016328980648349863,0.6093475950168188,19.183214419631497,,Aleatoria
1,322,33,45,0.8925,0.25945333433374634,1.6531509157274171,16,13,4,2,2,0.04795803604907874,1.4745384560742218,43.64368610323246,17.0,Aleatoria
2,303,52,45,0.8875,0.26095372167275155,1.6531509157274171,25,19,8,9,9,0.10910921525808114,3.2473011136786756,100.88842909169595,19.0,Aleatoria
3,293,64,43,0.8875,0.26441122405518047,1.6531509157274171,29,24,11,8,8,0.25222107272923994,4.829032520516484,122.92058493723523,12.0,Aleatoria
4,260,95,45,0.8925,0.26859266699541623,1.6531509157274171,39,34,22,17,17,0.307301462343088,5.324479139800412,217.92717569919276,31.0,Aleatoria
5,245,109,46,0.8875,0.27565642608347257,1.6531509157274171,52,40,17,11,11,0.5448179392479822,8.337653406352556,199.37787249847773,14.0,Aleatoria
6,245,107,48,0.885,0.28178230239326557,1.6531509157274171,48,41,18,12,12,0.49844468124619423,8.718396882864733,208.3891383915053,-2.0,Aleatoria
7,227,123,50,0.88,0.28779253205463384,1.6531509157274171,58,48,17,11,11,0.5209728459787633,8.344900525254166,214.62232783858957,16.0,Aleatoria
8,204,146,50,0.875,0.29368188304589227,1.6531509157274171,58,60,28,11,11,0.536555819596474,11.03151331606589,267.2000235640013,23.0,Aleatoria
9,195,155,50,0.875,0.30063176777829215,1.6531509157274171,65,61,29,15,15,0.6680000589100032,11.483890686152026,274.23555703545355,9.0,Aleatoria
10,193,156,51,0.875,0.30738248915876965,1.6531509157274171,66,57,33,14,14,0.6855888925886342,13.886210675717164,292.60207870356686,1.0,Aleatoria
11,184,164,52,0.8725,0.31411279318021207,1.6531509157274171,65,63,36,16,16,0.7315051967589171,14.112352305014294,321.92847193919806,8.0,Aleatoria
12,174,174,52,0.87,0.3212051300784775,1.6531509157274171,76,63,35,16,16,0.8048211798479954,16.823578292327024,315.8076470309594,10.0,Aleatoria
13,180,167,53,0.87,0.32790907670752184,1.6531509157274171,68,67,32,14,14,0.7895191175773989,14.687581740043107,312.67028332936604,-7.0,Aleatoria
14,159,187,54,0.8675,0.33418000513157126,1.6531509157274171,72,74,41,16,16,0.7816757083234153,16.3372149548146,349.76430568096447,20.0,Aleatoria
15,170,175,55,0.865,0.3409725521803209,1.6531509157274171,65,73,37,14,14,0.8744107642024115,16.778272371534626,329.63143626204965,-12.0,Aleatoria
16,155,189,56,0.8625,0.3471554802996255,1.6531509157274171,66,77,46,17,17,0.8240785906551247,15.39862902016443,341.8749264664352,14.0,Aleatoria
17,162,182,56,0.86,0.35341416578809826,1.6531509157274171,64,77,41,15,15,0.8546873161660886,15.146414026057805,345.41477545873875,-7.0,Aleatoria
18,152,188,60,0.86,0.3594511533443685,1.6531509157274171,68,73,47,18,18,0.8635369386468477,17.100408952447935,363.4300578017214,6.0,Aleatoria
19,155,184,61,0.85,0.36559981154963084,1.6531509157274171,72,67,45,14,14,0.9085751445043035,16.08164405216945,356.8148032063262,-4.0,Aleatoria
20,146,193,61,0.8475,0.3713473280413757,1.6531509157274171,73,74,46,19,19,0.8920370080158158,16.103300235826225,380.6523162783537,9.0,Aleatoria
21,146,191,63,0.8475,0.3773000763874998,1.6531509157274171,70,78,43,14,14,0.9516307906958843,16.784892324126275,347.7174396982732,-2.0,Aleatoria
22,139,194,67,0.8425,0.38269723803530836,1.6531509157274171,76,75,43,18,18,0.8692935992456833,16.135263323530218,367.82358537786774,3.0,Aleatoria
23,151,180,69,0.8325,0.38817595937251265,1.6531509157274171,70,69,41,16,16,0.9195589634446694,17.44953561887697,342.0400407702346,-14.0,Aleatoria
24,153,177,70,0.8275,0.3932162206602176,1.6531509157274171,71,69,37,15,15,0.8551001019255869,17.03494644627907,319.6337137783956,-3.0,Aleatoria
25,154,175,71,0.825,0.3978466052696795,1.6531509157274171,70,68,37,16,16,0.7990842844459894,13.925104211959908,304.9002338948837,-2.0,Aleatoria
26,148,178,74,0.8225,0.4022837417665856,1.6531509157274171,72,70,36,14,14,0.7622505847372095,13.986326564072808,325.1495346305297,3.0,Aleatoria
27,145,178,77,0.815,0.40688300723208287,1.6531509157274171,72,73,33,16,16,0.8128738365763247,15.512228054475829,328.7705441828749,0.0,Aleatoria
28,138,184,78,0.8075,0.4114338489312736,1.6531509157274171,77,73,34,15,15,0.8219263604571876,14.488396334408847,329.80763904645426,6.0,Aleatoria
29,143,176,81,0.805,0.41602370979518666,1.6531509157274171,76,72,28,14,14,0.8245190976161361,17.147048236615163,320.46022736418473,-8.0,Aleatoria
30,130,187,83,0.7975,0.42040505091540736,1.6531509157274171,79,71,37,13,13,0.8011505684104623,15.793535253599497,327.83473350158727,11.0,Aleatoria
31,135,181,84,0.7925,0.4248453007707478,1.6531509157274171,73,70,38,15,15,0.8195868337539687,17.29116692219333,315.9519287299232,-6.0,Aleatoria
32,131,180,89,0.79,0.4291480742503256,1.6531509157274171,69,67,44,15,15,0.7898798218248083,16.798115842954868,329.7773992138912,-1.0,Aleatoria
33,142,169,89,0.7775,0.4333760394975855,1.6531509157274171,71,59,39,16,16,0.8244434980347285,16.298221659628616,316.42233554215824,-11.0,Aleatoria
34,139,170,91,0.7775,0.437375955664394,1.6531509157274171,69,60,41,15,15,0.7910558388553963,17.379923008267127,303.8890571912774,1.0,Aleatoria
35,141,167,92,0.7725,0.4413247238999465,1.6531509157274171,65,64,38,15,15,0.7597226429781938,16.371292438935814,309.0390192314117,-3.0,Aleatoria
36,137,169,94,0.77,0.44518808761732775,1.6531509157274171,64,68,37,15,15,0.7725975480785291,15.488009354874604,310.5236466762127,2.0,Aleatoria
37,135,171,94,0.765,0.44911146972780147,1.6531509157274171,70,63,38,15,15,0.7763091166905315,13.419677646130589,317.44699015954654,2.0,Aleatoria
38,142,162,96,0.765,0.4529851089201757,1.6531509157274171,65,62,35,15,15,0.7936174753988662,14.125887733704381,286.8500979509058,-9.0,Aleatoria
39,135,169,96,0.76,0.45657658884797925,1.6531509157274171,73,60,36,15,15,0.7171252448772643,14.022085394315253,298.11999964569674,7.0,Aleatoria
40,137,167,96,0.76,0.46019753755029585,1.6531509157274171,70,59,38,13,13,0.7452999991142414,13.567713012523305,302.0472852450336,-2.0,Aleatoria
41,125,176,99,0.76,0.46380857076095877,1.6531509157274171,71,64,41,18,18,0.7551182131125835,12.852994149795409,332.45163019978304,9.0,Aleatoria
42,119,181,100,0.7525,0.46778225579404387,1.6531509157274171,73,68,40,16,16,0.8311290754994576,13.131019946904585,323.6128200736785,5.0,Aleatoria
43,116,182,102,0.75,0.47165678512268977,1.6531509157274171,78,63,41,16,16,0.8090320501841961,13.840205018676818,353.6259280832318,1.0,Aleatoria
44,113,183,104,0.745,0.4757691806495656,1.6531509157274171,77,65,41,18,18,0.8840648202080794,14.00302765677552,358.34588747323033,1.0,Aleatoria
45,121,171,108,0.74,0.47989554309041293,1.6531509157274171,77,53,41,13,13,0.8958647186830763,15.438920502425706,309.0839526375814,-12.0,Aleatoria
46,114,174,112,0.73,0.4834259820848793,1.6531509157274171,69,61,44,14,14,0.7727098815939536,13.337447115600291,303.98617194459086,3.0,Aleatoria
47,105,179,116,0.72,0.4868972638260948,1.6531509157274171,72,63,44,15,15,0.7599654298614772,13.290949052018039,325.01132791325034,5.0,Aleatoria
48,100,183,117,0.71,0.49070784980069376,1.6531509157274171,77,60,46,14,14,0.8125283197831255,14.763813581623936,338.579692560911,4.0,Aleatoria
49,102,179,119,0.7075,0.49459663746291965,1.6531509157274171,74,63,42,13,13,0.8464492314022771,14.000301854791823,319.0814256892547,-4.0,Aleatoria
50,102,170,128,0.7025,0.4982223428906131,1.6531509157274171,72,59,39,16,16,0.7977035642231365,11.66428334605756,308.90457907884223,-9.0,Aleatoria
51,100,167,133,0.68,0.5017349757370578,1.6531509157274171,75,53,39,15,15,0.7722614476971056,12.130662665833418,307.729033437772,-3.0,Aleatoria
52,98,166,136,0.6675,0.5052012652218693,1.6531509157274171,72,55,39,15,15,0.76932258359443,13.92018329872794,300.5485266728255,-1.0,Aleatoria
53,105,159,136,0.66,0.5086093223139927,1.6531509157274171,68,52,39,14,14,0.7513713166820637,13.59030616485489,285.8966141735797,-7.0,Aleatoria
54,107,155,138,0.66,0.5117837913498697,1.6531509157274171,69,53,33,11,11,0.7147415354339492,12.935111001609211,267.53524432837924,-4.0,Aleatoria
55,110,151,139,0.655,0.5147332807813407,1.6531509157274171,62,54,35,14,14,0.6688381108209481,10.480707956311532,272.1266493929194,-4.0,Aleatoria
56,113,147,140,0.6525,0.5176337865523761,1.6531509157274171,61,53,33,12,12,0.6803166234822983,11.449653840352703,254.43809329077808,-4.0,Aleatoria
57,110,149,141,0.65,0.5203726765839373,1.6531509157274171,64,53,32,10,10,0.6360952332269455,10.91090430205594,254.05310602871293,2.0,Aleatoria
58,105,150,145,0.6475,0.5231120994787629,1.6531509157274171,66,56,28,12,12,0.6351327650717823,12.372357580048405,249.42531568619978,1.0,Aleatoria
59,113,141,146,0.6375,0.5258245461958027,1.6531509157274171,54,54,33,9,9,0.6235632892154995,12.53129965861504,242.37457763123842,-9.0,Aleatoria
60,99,150,151,0.635,0.5284563096167375,1.6531509157274171,60,55,35,13,13,0.6059364440780962,9.65554157921772,274.0553175479936,9.0,Aleatoria
61,101,145,154,0.6225,0.5313813883954467,1.6531509157274171,58,57,30,10,10,0.6851382938699837,13.753546531885075,250.86551685265601,-5.0,Aleatoria
62,105,140,155,0.615,0.5340339481415406,1.6531509157274171,59,54,27,12,12,0.6271637921316403,11.521407848276763,239.04402533010176,-5.0,Aleatoria
63,106,139,155,0.6125,0.5365256629265136,1.6531509157274171,61,52,26,10,10,0.5976100633252546,10.784470530304548,232.76810504915255,-1.0,Aleatoria
64,109,134,157,0.6125,0.5389069620989752,1.6531509157274171,60,46,28,11,11,0.5819202626228815,9.611164815641999,227.87962619884792,-5.0,Aleatoria
65,108,135,157,0.6075,0.5412297700239297,1.6531509157274171,58,47,30,10,10,0.56969906549712,9.102326197628054,222.72271727438988,1.0,Aleatoria
66,101,140,159,0.6075,0.543464764704312,1.6531509157274171,55,53,32,11,11,0.556806793185975,8.975819226232328,216.18748477394433,5.0,Aleatoria
67,99,140,161,0.6025,0.5457216100218364,1.6531509157274171,56,48,36,12,12,0.5404687119348611,8.866566195968744,225.19047903430862,0.0,Aleatoria
68,98,137,165,0.5975,0.5479790182760839,1.6531509157274171,57,46,34,10,10,0.5629761975857719,8.86434720184918,225.45038009895546,-3.0,Aleatoria
69,98,135,167,0.5875,0.5501621557172297,1.6531509157274171,57,46,32,10,10,0.5636259502473888,9.815950214647941,229.24612050596204,-2.0,Aleatoria
70,89,139,172,0.5825,0.5523779341792804,1.6531509157274171,58,48,33,12,12,0.5731153012649053,11.414451116431096,245.0069425613682,4.0,Aleatoria
